word,topic_0,topic_1,topic_2,topic_3
Massif,0.0013706102035939693,6.256129381654318e-06,6.690897862426937e-06,3.329388709971681e-05
Ship,6.774223948013969e-06,6.235448836378055e-06,6.692850547551643e-06,0.000322553125442937
Jumping,7.636808732058853e-06,0.0006167537067085505,9.992776540457271e-06,0.0003943624615203589
Wind,0.002346205525100231,0.0008927018498070538,7.613349680468673e-06,6.5407107285864186e-06
Seaweed,0.00039466909947805107,0.0008621853776276112,2.6787620299728587e-05,4.9171230784850195e-06
Football,6.720712008245755e-06,6.179953743412625e-06,6.604148438782431e-06,9.06134009710513e-05
Schnoodle,0.00012561459152493626,6.1801483752788045e-06,6.602183475479251e-06,4.8468077693542e-06
Black-and-white,0.0005544228479266167,0.0002166525082429871,7.65015556680737e-06,0.007493576034903526
Nunatak,0.0013739276910200715,6.230764483916573e-06,6.664577085757628e-06,0.00010831246618181467
Cuirass,0.00029694559634663165,6.225193374120863e-06,6.678657427983126e-06,4.8780111683299765e-06
Hyena,6.867057436465984e-06,0.0011464175768196583,6.77085927236476e-06,2.716512608458288e-05
Fractal art,0.00044354566489346325,7.302349786186824e-06,6.66423420625506e-06,4.869863005296793e-06
Polar ice cap,0.00036132175591774285,6.38343362879823e-06,6.777028374926886e-06,0.0027123321779072285
Inventory,6.784329343645368e-06,0.0007814861601218581,4.494556924328208e-05,4.884155714535154e-06
Rock climbing,8.036623512452934e-06,6.187443432281725e-06,0.00018642981012817472,4.858970442001009e-06
Vision care,6.72054511596798e-06,6.182040579005843e-06,6.605653652513865e-06,9.060501906787977e-05
Boardsport,6.72698342896183e-06,6.184204721648712e-06,9.576073352945969e-06,8.414388867095113e-05
Leisure,0.0009035577531903982,7.634241774212569e-05,1.182512005470926e-05,0.007485618814826012
Room,5.141381188877858e-05,0.002756156725808978,0.006194210145622492,0.003775891615077853
Pomacentridae,6.739421223755926e-06,0.00017851355369202793,6.617053259105887e-06,4.857181920669973e-06
Chute,6.729036613251083e-06,0.00017852683959063143,6.621320608246606e-06,4.8589981815894134e-06
Sea ice,6.872069207020104e-06,6.573515747732017e-06,0.0015605706721544266,0.001650029793381691
Savanna,9.01755083759781e-06,7.75102944317041e-06,0.0023168388288468122,0.002648554975166917
Lady,0.002595989964902401,2.401311394351069e-05,0.001953837461769581,0.0003844132588710636
Graduation,6.741548986610724e-06,6.192030014062766e-06,8.076892299868632e-06,0.00013643645797856152
Window,7.05869797457126e-06,8.746146704652347e-06,0.0004512195591814816,0.004017097409814596
Fluid,6.719353223161306e-06,6.983051662245998e-06,0.0001879253250081092,4.852385700360173e-06
Rainforest,7.705745701969136e-06,0.00045089455670677125,1.206391698360676e-05,0.003453245386481285
Sunrise,7.017098141659517e-06,0.0026644535828381777,4.216929664835334e-05,4.859348337049596e-05
Lava,0.00038715271512046456,6.247251803870313e-06,0.00035322990152053535,4.884141617367277e-06
Wildfire,1.3009877875447273e-05,6.237429261091165e-06,0.0006972590927034616,4.000485932920128e-05
Cool,7.863140126573853e-06,1.4591299986932427e-05,6.635018507950008e-06,0.0016858921153470874
Arête,0.000670631299726665,6.253254468902014e-06,6.687656878057169e-06,1.8529601220507175e-05
Sculpture,6.767896138626384e-06,6.591909823328024e-06,0.0010616551153361797,0.0004426462110131979
Kemp's ridley sea turtle,6.831907739979215e-06,6.278782620938728e-06,6.9588263613695744e-06,0.0014126959722489119
Town square,6.810109425714472e-06,7.351646672759671e-06,7.452890713466331e-06,0.0011268510716035962
Nature reserve,8.024652743188199e-06,0.0033563191536813974,0.0003814402734860778,0.005632635671645403
Windmill,0.0007165253045968711,6.18969806964742e-06,7.207741418824298e-06,4.874625574302627e-06
Shooting,6.75680348649621e-06,0.00041208535549230874,6.65730385662755e-06,4.8680058171157725e-06
Polar bear,0.0036132384557276964,6.511353603855241e-06,0.0001928160636452958,0.0005723015055991709
Short-beaked common dolphin,6.820476301072631e-06,0.0011144443415105343,6.730962013534736e-06,4.901864485873375e-06
Family,6.743709491274785e-06,6.2024378166825045e-06,8.55197140481323e-06,0.001009192899800837
Arcade,5.983596565783955e-05,6.208639661053894e-06,0.0003388092736713588,4.86136650579283e-06
Coraciiformes,7.032198027445702e-06,3.194131568307057e-05,7.955703767947853e-05,0.0019470463739708066
Singing sand,6.714868959534215e-06,6.17977684669313e-06,0.0006298319203779101,4.850322056881851e-06
Sea turtle,6.900301286805188e-06,0.00022560395882464945,0.0001155940699391067,0.0019165431149303913
Concertina,0.0001256069226656109,6.1800483308616094e-06,6.6027250795741566e-06,4.847945092478767e-06
Galaxy,0.0011551836505532265,0.00010386836947873235,6.720558303641155e-06,4.902336513623595e-06
Perro de presa canario,0.00012557985610328615,6.18001286056824e-06,6.606724582525203e-06,4.850955974688986e-06
Gopher Tortoise,6.740629487467231e-06,6.200243660714477e-06,0.00017807589028961957,7.871258276281878e-06
Thigh,6.159539771033451e-05,0.0003009600914083421,6.731283065164462e-06,0.0002989947097375989
Wildlife biologist,6.8052663664275315e-06,1.1330483175697736e-05,0.0005027723382227123,1.3150837730790954e-05
Rope,6.724045761075104e-06,0.00011548366455826908,6.606945134990383e-06,4.8515803428017534e-06
Wildlife,0.0030501445289701223,0.008937645703554153,0.0066789607517421246,0.034590281546115875
Waste,0.00020096694061066955,1.5092643479874823e-05,0.00028789162752218544,0.0013871242990717292
Ancient rome,9.360499461763538e-06,6.186523023643531e-06,1.162183252745308e-05,7.471824937965721e-05
Footwear,0.0028267987072467804,6.294418653851608e-06,0.0001411094854120165,6.455428319895873e-06
Mane,0.00023400357167702168,0.0018731304444372654,2.3625656467629597e-05,8.523660653736442e-06
Ancient roman architecture,9.378092727274634e-06,6.1931696109240875e-06,1.1686985089909285e-05,7.455638115061447e-05
Turtle,6.934645625733538e-06,0.0004667782341130078,0.000336913246428594,0.0018501552985981107
Building,8.259682545030955e-06,0.0014499042881652713,0.01201895996928215,0.0010503287194296718
African elephant,3.687181379063986e-05,7.717604603385553e-05,1.7944234059541486e-05,0.003725610673427582
Jaw,6.8626186475739814e-06,6.203561497386545e-06,0.0006603522342629731,5.599706582870567e-06
Outdoor play equipment,7.068452305247774e-06,6.194741217768751e-06,6.620518888666993e-06,0.0008735031588003039
Giraffidae,7.088568963808939e-06,8.100848936010152e-05,0.00024264855892397463,0.002827518619596958
Spotted dolphin,6.736381692462601e-06,0.00027348267030902207,6.627979473705636e-06,4.85724694954115e-06
Electricity,6.728471817041282e-06,9.43121631280519e-06,6.611508524656529e-06,8.31617580843158e-05
Eyebrow,6.777752332709497e-06,6.2276872085931245e-06,0.0009079332230612636,7.293886483239476e-06
Creeking,1.3071775356365833e-05,0.00025689287576824427,6.636511898250319e-06,4.867485586146358e-06
Ski,0.0004482789081521332,6.2090543906379025e-06,6.647229383816011e-06,4.8659912863513455e-06
Furniture,1.6857031368999742e-05,1.2064043403370306e-05,0.0021614329889416695,0.0006295202765613794
Tide,6.743124231434194e-06,0.00017313516582362354,8.33053945825668e-06,4.865503797191195e-06
Soccer ball,6.7202890932094306e-06,6.1814216678612866e-06,6.608281182707287e-06,9.060112643055618e-05
Tusk,6.77696380080306e-06,6.2406124925473705e-06,6.6740922193275765e-06,0.0006010846700519323
Waterfall,0.00018572990666143596,0.0009313777554780245,6.751160981366411e-06,4.0170434658648446e-05
White rhinoceros,6.799012680858141e-06,6.351168849505484e-05,4.108110806555487e-05,0.0003458404680714011
Photo caption,6.915638095961185e-06,0.0004100943624507636,6.831940481788479e-06,4.958633780915989e-06
Breakfast,6.7404239416646305e-06,6.1994455791136716e-06,0.0004410519322846085,4.8572514970146585e-06
Harbor,6.718219083268195e-06,0.0005625796038657427,6.604954705835553e-06,1.1878990335389972e-05
Austrian pinscher,1.0818347618624102e-05,0.0001045952012646012,6.618447969231056e-06,4.858951797359623e-06
Haze,8.765427082835231e-06,0.00016468479589093477,0.0006276983767747879,0.0018546697683632374
Ice,0.0009735983912833035,0.0001144297857536003,0.002215911401435733,0.0028427166398614645
Running,9.415192835149355e-06,1.162224270956358e-05,0.0002464845310896635,9.349784704681952e-06
Hunting dog,0.0009805646259337664,2.461278381815646e-05,6.6290604081586935e-06,1.1505433576530777e-05
People in nature,6.871485766168917e-06,6.974758889555233e-06,0.0030130657833069563,0.001251758891157806
Tongue,1.8610304323374294e-05,6.215856046765111e-06,0.0002603236644063145,4.865457412961405e-06
Reef,2.777836925815791e-05,0.004308750387281179,6.7565974859462585e-06,4.936966433888301e-06
Rite,0.0007120423833839595,6.185602615005337e-06,6.610928721784148e-06,6.234051397768781e-06
Echinoderm,6.781554020562908e-06,3.338411988806911e-05,6.675893928331789e-06,0.0002741182397585362
Iceberg,0.00034235743805766106,2.0529576431727037e-05,7.012957212282345e-06,0.0022166965063661337
Pond,0.0012660830980166793,6.330260930553777e-06,1.8408018149784766e-05,1.0340250810259022e-05
Male,0.00046351380296982825,7.171545348683139e-06,0.0011216457933187485,0.004895777441561222
Moose,0.00015278658247552812,8.958266698755324e-05,6.661056886514416e-06,4.871256351179909e-06
Ferris wheel,6.723590558976866e-06,6.185083293530624e-06,1.093731407308951e-05,0.0001302747696172446
Ruins,0.0013542461674660444,6.2673680076841265e-06,0.0002658898301888257,5.664485433953814e-05
Ball,6.966535693209153e-06,6.245994882192463e-06,0.0002934099466074258,9.036210394697264e-05
Water transportation,6.7548189690569416e-06,0.005378667265176773,1.2142811101512052e-05,9.69839675235562e-05
Lion,6.952179774089018e-06,6.610689069930231e-06,0.00018027467012871057,0.0032715739216655493
Chin,2.009739364439156e-05,8.362936569028534e-06,0.0035112907644361258,5.14737894263817e-06
Cow-goat family,6.738971478625899e-06,1.2083191904821433e-05,0.00017250161909032613,4.855602583120344e-06
Crew,6.735829174431274e-06,6.265282536332961e-06,1.8745840861811303e-05,0.0008480691467411816
Nose,0.0030295311007648706,0.00015504896873608232,0.0003317422524560243,1.2818199138564523e-05
Dog,0.0028688714373856783,0.0001269764470634982,6.937476427992806e-06,0.00017191056394949555
Umbrella,0.0003013228124473244,6.25595066594542e-06,6.697256139887031e-06,8.887984586181119e-05
Kayaking,6.751470209565014e-06,0.0004121380334254354,6.6589041125553194e-06,4.865267328568734e-06
Drink,0.0008301120833493769,6.29417854725034e-06,0.0003732712648343295,8.047602022998035e-05
Automotive mirror,6.787215625081444e-06,0.00027480401331558824,6.692263468721649e-06,0.0003234134055674076
Makhtesh,1.4892758372297976e-05,7.079144779709168e-06,1.1726048796845134e-05,6.324332935037091e-05
Nativity scene,0.0002986131585203111,6.2058102230366785e-06,6.642388143518474e-06,4.874044407188194e-06
Reflection,4.7782155888853595e-05,0.010374205186963081,0.006603534799069166,0.00027226246311329305
Squeezebox,0.0001255961396964267,6.1808968894183636e-06,6.6022844293911476e-06,4.84990096083493e-06
Ridge,0.005913214758038521,6.485226094810059e-06,7.044830908853328e-06,0.00036190819810144603
Plaid,6.787869551772019e-06,2.5318775442428887e-05,1.6389738448197022e-05,0.00026457878993824124
Nature,0.001364983501844108,0.014375129714608192,0.014081811532378197,0.004489416256546974
Water buffalo,6.746192411810625e-06,6.202520580700366e-06,0.00043942901538684964,5.163539753993973e-06
Tortoise,6.791825853724731e-06,6.296375886449823e-06,0.0002011665637837723,0.0010663558496162295
Stock photography,0.003414436476305127,0.0005206356290727854,0.000288227602140978,0.003188644303008914
Maple leaf,0.0001941675436682999,6.186782684380887e-06,6.61285821479396e-06,4.851460289501119e-06
Flower,0.0024287719279527664,7.569455192424357e-06,0.00019085104577243328,0.0027896109968423843
Flame,0.0001138054285547696,6.292930265772156e-06,0.002243868075311184,2.9374690711847506e-05
Carving,0.00019410219101700932,6.191634383867495e-06,6.613324785575969e-06,4.859943601331906e-06
Shorebird,6.737589956173906e-06,0.00017142498109024018,6.621560714847874e-06,6.527089226437965e-06
Armour,0.00029694559634663165,6.225193374120863e-06,6.678657427983126e-06,4.8780111683299765e-06
Canal,6.860949724796228e-06,0.0017432068707421422,7.158805237850174e-05,4.931893272441812e-06
Waterfowl,6.732977908541216e-06,6.197009952302324e-06,0.0002932133211288601,4.964359050063649e-06
Hairstyle,1.5060006262501702e-05,0.0007317013805732131,0.0024420791305601597,5.46112869415083e-06
Black hair,7.13257895768038e-06,0.0029453320894390345,7.151356840040535e-06,7.232674761326052e-06
Scene,0.00029840818024240434,6.233141903067008e-06,6.665982255071867e-06,4.874095793638844e-06
Carriage,6.720891178702004e-06,6.183762252476299e-06,6.608199328184128e-06,9.059387230081484e-05
Songbird,6.722769740008516e-06,6.180890977702802e-06,0.00018969715165439993,5.100370799482334e-06
Open water swimming,6.7315204432816245e-06,9.243306521966588e-06,0.0005960828857496381,9.998124369303696e-06
Architecture,0.0018127519870176911,0.0040537286549806595,0.01651577465236187,0.001599957817234099
Lava cave,0.00019416272698435932,6.187390226841671e-06,6.609075171581935e-06,4.854477538174251e-06
Mountainous landforms,0.0177991334348917,0.004535864572972059,0.00025122161605395377,0.0013467882527038455
Wilderness,0.003233864437788725,0.008188776671886444,0.0003287267463747412,0.00474759005010128
Archipelago,6.755276444891933e-06,1.4396146070794202e-05,0.0004146186984144151,4.862632522417698e-06
Rapid,1.0110848052136134e-05,0.0008121115388348699,6.718712484143907e-06,1.8555967471911572e-05
Siberian tiger,6.797625246690586e-06,0.0004941234365105629,6.690502232231665e-06,0.000156203648657538
Team,0.0009821827989071608,6.519232101709349e-06,6.64749541101628e-06,0.0002999554853886366
Evening,8.719172001292463e-06,0.002902521286159754,0.005619375500828028,3.694971383083612e-05
Arm,6.74693865221343e-06,6.306463183136657e-05,6.6318998506176285e-06,0.000188730307854712
Full moon,9.62721424002666e-06,0.0006776301888749003,4.34629364463035e-05,4.883964720647782e-06
Macaque,0.0015285625122487545,3.251668022130616e-05,6.655088327534031e-06,4.899761279375525e-06
Skate,6.753814432158833e-06,0.00027326811687089503,6.6470520323491655e-06,4.86611179439933e-06
Valley,0.0005263767670840025,0.00027335359482094646,6.695595857308945e-06,1.391426212649094e-05
Red,0.0020943472627550364,0.0006468842038884759,0.0007252605282701552,0.000406334875151515
Workwear,6.786419362470042e-06,0.0008597369305789471,6.699287496303441e-06,4.878518211626215e-06
Pasture,6.216084148036316e-05,6.371996278176084e-05,0.004834556486457586,0.001150782103650272
Monochrome,7.4060922088392545e-06,6.507740636152448e-06,7.076006113493349e-06,0.004811987280845642
Medical equipment,6.786419362470042e-06,0.0008597369305789471,6.699287496303441e-06,4.878518211626215e-06
Asphalt,6.9161656028882135e-06,0.0018777861259877682,6.7658697844308335e-06,9.94221591099631e-06
Volcanic field,0.0002987940388265997,6.199764811753994e-06,6.622110049647745e-06,4.860017725150101e-06
Off-roading,0.0007791777024976909,8.787528349785134e-05,6.700565336359432e-06,4.89348485643859e-06
Snorkeling,6.882241450512083e-06,0.0016852226108312607,6.820469934609719e-06,5.863276237505488e-05
Snares penguin,1.3659848264069296e-05,0.00015195886953733861,6.62679121887777e-06,6.8660751821880694e-06
T-shirt,0.0008926375885494053,6.303741884039482e-06,6.796743946324568e-06,1.5442365111084655e-05
Dress shirt,0.0001255399693036452,6.186121481732698e-06,6.606340321013704e-06,4.854884991800645e-06
Meal,8.017247637326363e-06,6.1876498875790276e-06,0.0021282010711729527,5.574387159867911e-06
Stable,0.0001255593670066446,6.182288416312076e-06,6.610109267057851e-06,4.850867753702914e-06
Silhouette,2.666039472387638e-05,0.0011598652927204967,0.0017359720077365637,7.702384755248204e-05
Skerry,6.755276444891933e-06,1.4396146070794202e-05,0.0004146186984144151,4.862632522417698e-06
Airsoft,6.723789283569204e-06,6.181061962706735e-06,0.0001234355877386406,4.850844561588019e-06
Bullet train,6.731372650392586e-06,6.18738431512611e-06,6.60762589177466e-06,0.00014009818551130593
Dolphin,6.8840267886116635e-06,0.0028820603620260954,5.884512574994005e-05,4.9617465265328065e-06
Meteorological phenomenon,0.0024609968531876802,8.75472596817417e-06,4.28593521064613e-05,3.314100467832759e-05
Whiskers,0.0003861609729938209,0.0028050157707184553,7.768627256155014e-06,0.002626995323225856
Harbor seal,6.815190317865927e-06,0.0005964445299468935,6.695365755149396e-06,8.289080869872123e-05
Outer space,1.4104887668509036e-05,0.0004250060301274061,6.642932930844836e-06,4.875820650340756e-06
Air travel,6.737512649124255e-06,0.00017851627490017563,6.614277481276076e-06,4.859860382566694e-06
Palm tree,0.002724870340898633,6.3535221670463216e-06,0.0008852878236211836,6.101382496126462e-06
Holiday,6.729690994689008e-06,6.184588073665509e-06,0.00019084122322965413,4.857821295445319e-06
Skatepark,6.729126198479207e-06,6.189113719301531e-06,9.93612138699973e-06,8.3427075878717e-05
Mythology,6.814436346758157e-06,6.242136350920191e-06,0.0004309882642701268,6.805493285355624e-06
Lycaon pictus,6.884460162837058e-06,0.0006842850125394762,0.00020557426614686847,0.00025543587980791926
Rain,6.751444288966013e-06,6.213496817508712e-06,0.00042182145989499986,9.195818165608216e-06
Harvest,6.807226327509852e-06,6.244732503546402e-06,6.671196842944482e-06,0.00054414157057181
Grandparent,0.00012555925059132278,6.186345672176685e-06,6.607083832932403e-06,4.850164714298444e-06
Killer whale,6.834169198555173e-06,0.0010274568339809775,6.738772299286211e-06,5.9862391935894266e-05
National park,0.0022668468300253153,8.919287211028859e-06,0.0005129878991283476,0.0015930477529764175
Horse racing,0.000262610730715096,6.224415756150847e-06,6.673449661320774e-06,1.4008168363943696e-05
Scuba diving,6.727458185196156e-06,0.0015411044005304575,7.22986760592903e-06,4.852464371651877e-06
Art,0.006130730267614126,6.824165211583022e-06,0.004680687561631203,0.002873448422178626
Rebellion,0.00019411440007388592,6.190985004650429e-06,6.6112565946241375e-06,4.859243745158892e-06
Barechested,3.0189159588189796e-05,2.5953993826988153e-05,0.00013333579408936203,0.0044797249138355255
Sports equipment,1.9677105228765868e-05,0.0005524554871954024,6.618675342906499e-06,5.383419193094596e-06
Fishing,6.796912202844396e-06,0.0008318262407556176,6.698776360281045e-06,1.1987227480858564e-05
Screenshot,0.00019103642262052745,0.0019249087199568748,0.0006072181859053671,5.0063977141689975e-06
Ceremony,0.0038146120496094227,6.282867616391741e-06,6.90158458382939e-06,6.384268090187106e-06
Cane corso,0.00012557816808111966,6.181321168696741e-06,6.60894920656574e-06,4.848402568313759e-06
Fox,6.733941063430393e-06,6.2047570281720255e-06,6.629338713537436e-06,0.0005188279901631176
Petal,0.001751312636770308,6.349839168251492e-06,6.646544989052927e-06,0.00021938892314210534
Net,6.725559160258854e-06,0.000588450173381716,6.841348749730969e-06,4.851936864724848e-06
Automotive lighting,7.307623491215054e-06,0.0005848178989253938,6.811090315750334e-06,5.199538463784847e-06
Soldier,6.909257081133546e-06,1.810278081393335e-05,0.004512174054980278,5.060587682237383e-06
Geology,0.015255159698426723,4.954311589244753e-05,0.000478778820252046,0.00020538849639706314
Fan,0.00026860617799684405,1.5460931535926647e-05,6.649499027844286e-06,4.869514668826014e-06
Style,7.028537311271066e-06,6.1915870901430026e-06,6.6154821070085745e-06,0.0005180705338716507
Sari,0.0017280005849897861,6.181462595122866e-06,6.6165234784421045e-06,4.849415290664183e-06
Nightclub,6.757235041732201e-06,6.2094509303278755e-06,0.00040300149703398347,1.4957721759856213e-05
adÃ©lie penguin,1.1509999239933677e-05,0.00015448736667167395,6.627872153330827e-06,7.528965397796128e-06
Tablecloth,2.253486127301585e-05,6.239089088921901e-06,0.00014026837015990168,7.851151167415082e-06
Swallow,6.735045644745696e-06,6.191132342792116e-06,0.0001895617024274543,5.11085409016232e-06
Stage,2.5476478185737506e-05,0.0005489092436619103,6.6759066612576135e-06,0.00021188943355809897
Games,7.329175787162967e-06,0.0021432691719383,0.0003514706331770867,0.0011164239840582013
Climbing,0.0015803099377080798,6.224985554581508e-06,0.00013885265798307955,4.8810497901286e-06
Skyscraper,6.797366040700581e-06,0.0008886061259545386,7.060084953991463e-06,9.407446668774355e-06
Driving,6.7183791543357074e-06,6.543275048898067e-06,6.606680472032167e-06,0.0018846241291612387
Pit cave,0.0008194709662348032,6.237833986233454e-06,6.688243956887163e-06,6.515303994092392e-06
Western Screech owl,6.852187652839348e-06,6.306905106612248e-06,2.64541322394507e-05,0.0006717668729834259
Aquatic plant,0.00029576817178167403,0.0010056295432150364,6.777791440981673e-06,4.916992111247964e-06
Invertebrate,6.8061231104366016e-06,6.494163244497031e-06,6.674716132692993e-06,0.0006566448719240725
Joint,3.308435407234356e-05,6.408240551536437e-06,0.00019538254127837718,0.0011864566477015615
Whale,6.774786470487015e-06,0.003294503316283226,2.4004504666663706e-05,4.879639618593501e-06
Hardwood,0.0009314044145867229,6.45686304778792e-06,6.975503765715985e-06,4.990447905584006e-06
Agriculture,6.7752062022918835e-06,6.253516858123476e-06,6.692173883493524e-06,0.0010763696627691388
Iguana,6.824009233241668e-06,0.00041372148552909493,3.7547484680544585e-05,0.00027098640566691756
Flesh,7.185874437709572e-06,0.004219017457216978,2.2164807887747884e-05,8.72850705491146e-06
Fin,7.133116014301777e-06,0.007174073718488216,6.98448366165394e-06,4.3536947487154976e-05
Boating,0.0001164116183645092,0.001893094158731401,6.788115115341498e-06,7.71282211644575e-05
Urban area,2.1323921828297898e-05,0.004810796584933996,0.0004274345119483769,0.0005433691549114883
Red-breasted merganser,6.749204203515546e-06,6.200379630172392e-06,0.00029313054983504117,4.96589336762554e-06
Caesar cut,6.797061359975487e-06,0.000689068459905684,0.00011800161883002147,4.88544628751697e-06
Elephant,0.00010652062337612733,7.753295358270407e-05,0.00010612618643790483,0.006217726971954107
Kayak,6.751470209565014e-06,0.0004121380334254354,6.6589041125553194e-06,4.865267328568734e-06
Smoke,1.3080317330604885e-05,1.8941793314297684e-05,0.0017601273721083999,0.0007741256267763674
Child,0.004126609303057194,1.2839755981985945e-05,0.00019344172324053943,0.009188967756927013
Duck,6.733632744726492e-06,6.19149841440958e-06,0.0002932535717263818,4.960313162882812e-06
Fell,0.000867478724103421,0.0004925644607283175,0.000281336106127128,6.348494935082272e-06
Puppy,0.00012561734183691442,6.17969453742262e-06,6.600640972465044e-06,4.847699983656639e-06
Photography,0.009750897996127605,0.016090072691440582,0.00409914692863822,0.018557021394371986
Flare,6.724231752741616e-06,6.184440735523822e-06,0.00012341969704721123,4.85169130115537e-06
Skateboarder,6.723070782754803e-06,6.189662599354051e-06,9.113724445342086e-06,8.505889854859561e-05
Desert Palm,0.00012552968109957874,6.189804025780177e-06,6.608999683521688e-06,4.8522929319005925e-06
Egyptian temple,0.00019406886713113636,6.186694008647464e-06,6.621130978601286e-06,4.864385573455365e-06
Woody plant,0.0019936279859393835,4.979321238351986e-05,0.0029826464597135782,0.0016653374768793583
Classic,6.762760222045472e-06,6.221655894478317e-06,0.00031479765311814845,5.602177407126874e-05
Cg artwork,0.0009328823070973158,6.345117526507238e-06,6.8884005486324895e-06,4.934419848723337e-06
Knight,0.00029694559634663165,6.225193374120863e-06,6.678657427983126e-06,4.8780111683299765e-06
Ski mountaineering,0.00029749804525636137,6.1916875893075485e-06,6.624029992963187e-06,4.858812644670252e-06
Pack animal,7.568177352368366e-06,6.245518306968734e-06,0.00010949801799142733,0.0006363971042446792
Python family,6.7480264078767505e-06,6.188292900333181e-06,6.61376634525368e-06,9.050060907611623e-05
Glacier,0.0016773275565356016,6.233688964130124e-06,6.67235508444719e-06,0.0011542559368535876
Mirror,6.728369044139981e-06,0.0002748611441347748,6.622703494940652e-06,4.867049483436858e-06
Majorelle blue,6.766405022062827e-06,0.00039657403249293566,6.665791261184495e-06,8.538581823813729e-06
Archaeological site,0.0004855927254538983,6.183125606185058e-06,6.606012902921066e-06,4.855449788010446e-06
Branch,0.0012577504385262728,6.482282515207771e-06,0.00415482372045517,0.00437496742233634
Black rhinoceros,6.811317689425778e-06,6.35910255368799e-05,4.145925777265802e-05,0.00034527035313658416
Trail riding,1.5977078874129802e-05,6.271111033129273e-06,0.001004121615551412,0.0001747922069625929
Jewellery,6.84511451254366e-06,6.288154963840498e-06,6.7490755100152455e-06,0.0006730028544552624
Lightning,6.758607923984528e-06,5.234198033576831e-05,0.0003427677438594401,4.863671620114474e-06
Freezing,0.0005526280147023499,2.308382863702718e-05,4.4595672079594806e-05,0.0014965677401050925
Unesco world heritage site,0.0013218768872320652,2.3438715288648382e-05,2.044489883701317e-05,4.8998922466125805e-06
Lava tube,0.00019404555496294051,6.183815457916353e-06,6.61577223581844e-06,4.876239017903572e-06
Happy,0.0034388804342597723,0.0008598898421041667,0.0006676409975625575,5.95681058257469e-06
Military,6.911893251526635e-06,1.8089836885337718e-05,0.0034857753198593855,4.9975537876889575e-06
Toucan,6.909902822371805e-06,3.539292447385378e-05,0.0006987895467318594,6.432190275518224e-05
Skyline,6.738219326507533e-06,0.00017670491070020944,7.182928584370529e-06,4.851751782553038e-06
webbing clothes moth,6.729447250108933e-06,6.183013283589389e-06,6.60872865410056e-06,0.00014011329039931297
Urban design,6.784704510209849e-06,0.0008597332052886486,6.701690381305525e-06,4.878881100012222e-06
Igneous rock,0.0009337661904282868,6.424223556678044e-06,6.696100172121078e-06,4.897490725852549e-06
Play,0.0006752079352736473,6.244196356419707e-06,6.6606062318896875e-06,0.0011294569121673703
Cup,6.7404239416646305e-06,6.1994455791136716e-06,0.0004410519322846085,4.8572514970146585e-06
Astronomical object,0.006227070465683937,0.0014498275704681873,7.268291483342182e-06,2.8161082809674554e-05
Camel,0.00012164642248535529,6.205111731105717e-06,0.00012741313548758626,4.8697284000809304e-06
Tribe,0.0008671486866660416,6.384949756466085e-06,6.770665549993282e-06,0.001809243462048471
Great white shark,0.00031217129435390234,0.004939055070281029,6.923041837580968e-06,2.5848323275567964e-05
Army,6.882123216200853e-06,1.8099983208230697e-05,0.00451221689581871,5.0743078645609785e-06
Cowboy,1.1781298780988436e-05,6.194280103954952e-06,0.00035294974804855883,4.863124104304006e-06
Social group,0.00018807934247888625,8.102904394036159e-05,6.662944088020595e-06,0.00019945739768445492
Root,0.0001941216178238392,6.1888476921012625e-06,6.612782271986362e-06,4.858757165493444e-06
Hair,1.4645670489699114e-05,0.0018568395171314478,0.0036639312747865915,7.052453838696238e-06
Jungle,0.00011959440598729998,0.00027146676438860595,0.00036193133564665914,0.007138224318623543
Family car,6.723134902131278e-06,7.1496792770631146e-06,6.6104116740461905e-06,0.0008142946753650904
Electronic device,6.735900115018012e-06,0.00017838999337982386,6.624276466027368e-06,4.881841505266493e-06
Linens,6.7745731939794496e-06,6.218500402610516e-06,0.00041784069617278874,1.027677262754878e-05
Galápagos tortoise,6.732091605954338e-06,6.188670795381768e-06,0.0006882278248667717,8.99003953236388e-06
Surgeon,6.786419362470042e-06,0.0008597369305789471,6.699287496303441e-06,4.878518211626215e-06
Pond turtle,6.759072221029783e-06,6.221644071047194e-06,0.00022130813158582896,0.0001155918653239496
Stork,6.781088814022951e-06,4.346132118371315e-05,6.6577863435668405e-06,0.0007337838178500533
Phyllobates,6.724449576722691e-06,0.00011545470624696463,6.615066013182513e-06,4.851682206208352e-06
Rare breed (dog),1.0767151252366602e-05,0.00010474552982486784,6.614876383537194e-06,4.853801783610834e-06
Skateboarding Equipment,6.732162546541076e-06,6.186971404531505e-06,9.462270099902526e-06,8.434860501438379e-05
Wave,7.1263643803831656e-06,0.00217191013507545,0.0036902581341564655,0.0013306287582963705
Village,6.7327978285902645e-06,6.195260993990814e-06,1.1786513823608402e-05,0.0014780281344428658
Honeymoon,7.16710837878054e-06,7.673113032069523e-06,6.607537670788588e-06,8.593286474933848e-05
Companion dog,0.0003750745381694287,6.221561307029333e-06,6.6430025071895216e-06,4.870866177952848e-06
Rays and skates,6.756636139471084e-06,0.001152985729277134,6.631248197663808e-06,4.877820629189955e-06
Event,0.01380215771496296,0.0003054771514143795,0.002412552246823907,0.0007959080976434052
Ballet,0.00029871598235331476,6.201408723427448e-06,6.6264565248275176e-06,4.869389158557169e-06
