word,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
aqua,2.8368244784360286e-06,2.655801154105575e-06,0.00030532307573594153,2.9588777579192538e-06,2.438683395666885e-06,2.153298737539444e-06
dolphin,2.8404440399754094e-06,2.65918447439617e-06,0.0005019420641474426,2.9634725251526106e-06,2.4413197934336495e-06,2.1567227577179438e-06
stage,2.8382100936141796e-06,0.004497811663895845,1.0410726645204704e-06,2.962593498523347e-06,2.4410567220911616e-06,2.154543608412496e-06
hair,0.00767474202439189,2.681214255062514e-06,0.0001127715950133279,2.9948555493319873e-06,2.4572968868596945e-06,0.000568056886550039
puppy,2.839005901478231e-06,2.6569259716779925e-06,0.00019272083591204137,2.958445975309587e-06,2.441273409203859e-06,2.1551004465436563e-06
automotive design,0.000506909447722137,2.6562215680314694e-06,1.0405802868262981e-06,4.74049556942191e-06,2.4393370949837845e-06,2.153319201170234e-06
wave,2.8894453407701803e-06,0.0014876392669975758,0.004625994712114334,3.00459350910387e-06,2.508512579879607e-06,0.004956310614943504
stony coral,2.836310613929527e-06,2.655522621353157e-06,0.0003053452237509191,2.9571908726211404e-06,2.437818466205499e-06,2.1526047930819914e-06
flag,2.8395259050739696e-06,2.661013695615111e-06,0.00030382865224964917,3.260553512518527e-06,2.4414316612819675e-06,2.1567432213487336e-06
tricycle,2.8373926852509612e-06,2.6589589197101304e-06,1.0410984714326332e-06,2.9601112601085333e-06,0.0004517142369877547,2.154597041226225e-06
reservoir,2.8427175493561663e-06,2.6602829166222364e-06,1.0597143500490347e-06,0.0008675039280205965,2.445164454911719e-06,0.00039879593532532454
thoroughfare,2.839474291249644e-06,2.659917527125799e-06,1.0420718581372057e-06,0.0005481227417476475,0.00045180084998719394,2.156673190256697e-06
leaf,2.859603000615607e-06,0.0020091282203793526,0.002182293450459838,2.9698524031118723e-06,2.451739874231862e-06,2.168623268516967e-06
mountainous landforms,9.907644562190399e-05,0.0003564827493391931,0.010013455525040627,0.009364183060824871,0.0007786681526340544,0.0066462317481637
earth,2.8351639684842667e-06,2.655233856785344e-06,0.0003053487162105739,2.955733179987874e-06,2.4381463390454883e-06,2.1539601675613085e-06
orangutan,2.8379447485349374e-06,0.0007794345146976411,1.04067748907255e-06,2.9607238047901774e-06,2.4415783173026284e-06,2.153816240024753e-06
blue,0.006913241930305958,2.7985065571556333e-06,0.013278469443321228,0.002405906328931451,0.0017735136207193136,0.0033085837494581938
bedrock,2.838226237145136e-06,2.659471192600904e-06,1.0405872217233991e-06,2.9577577151940204e-06,2.4395510536123766e-06,0.0006318280356936157
bridle,0.0008322912035509944,2.6562520361039788e-06,1.0401913641544525e-06,2.9559473659901414e-06,2.4387554731220007e-06,2.1529538116737967e-06
toad,0.0008322983630932868,0.0007795374840497971,1.0428652785776649e-06,2.962268808914814e-06,2.4447028863505693e-06,2.1588668914773734e-06
science,2.836924750226899e-06,0.0004920918727293611,1.040776737681881e-06,2.9576956421806244e-06,2.4406076590821613e-06,2.1547798496612813e-06
three-toed sloth,0.0008325126837007701,2.693115220608888e-06,0.00019254226936027408,2.967561840705457e-06,2.4405703697993886e-06,2.1571381694229785e-06
hare,2.838467253241106e-06,2.6856159820454195e-06,1.0410686854811502e-06,2.9582486149593024e-06,2.439723175484687e-06,0.0006315138889476657
font,2.8488946099969326e-06,0.003643672214820981,1.0442197435622802e-06,2.9695663670281647e-06,2.4468020001222612e-06,0.0004000852059107274
rainforest,0.0002666259533725679,5.2199862693669274e-05,0.0016407021321356297,2.9757293305010535e-06,0.00017206785560119897,2.165539626730606e-06
klippe,2.835215354934917e-06,2.6554414489510236e-06,1.0405286730019725e-06,2.9571626782853855e-06,2.45492196881969e-06,0.00039877957897260785
forehead,0.001368083874695003,2.6649577193893492e-06,1.0423899539091508e-06,2.962251755889156e-06,2.441357082716422e-06,2.1565745100815548e-06
elaeis,2.836164412656217e-06,2.6572502065391745e-06,0.00019276182865723968,2.9576167435152456e-06,2.438616093058954e-06,2.1533398921746993e-06
kudu,2.8355480026220903e-06,2.6550869733910076e-06,0.0014278755988925695,2.9565787826868473e-06,2.4380090053455206e-06,2.1529885998461396e-06
galápagos tortoise,2.836375415427028e-06,2.656368678799481e-06,1.039995936480409e-06,2.9567199817392975e-06,2.438646333757788e-06,0.0003989614197053015
sports equipment,2.836023895724793e-06,2.6583352337183896e-06,1.0405108241684502e-06,0.0005479129031300545,2.4388461952185025e-06,2.15332738662255e-06
hyena,2.8400240807968657e-06,2.658406174305128e-06,0.000624030944891274,2.9632010409841314e-06,2.4654657408973435e-06,2.157273911507218e-06
folk instrument,2.83693816527375e-06,2.65987705461157e-06,1.0416645181976492e-06,0.000547763251233846,2.44162015405891e-06,2.154999720005435e-06
portrait photography,4.017822902824264e-06,2.660206746440963e-06,1.0423601679576677e-06,0.00012793633504770696,2.442675395286642e-06,0.0010085887042805552
kemp's ridley sea turtle,2.8463609851314686e-06,2.6679711027099984e-06,8.861691640049685e-06,0.0006645058747380972,2.4478383693349315e-06,0.0034458187874406576
fashion accessory,2.8434226351237157e-06,2.6666584744816646e-06,1.0435328476887662e-06,0.000547311850823462,2.44686043515685e-06,2.1616936010104837e-06
village,3.602384595069452e-06,2.6585430532577448e-06,1.041216592057026e-06,2.9606701446027728e-06,2.439369609419373e-06,0.002946944674476981
glass,2.842397861968493e-06,2.6617954063112848e-06,1.0422508012197795e-06,0.0008675701101310551,2.4435234990960453e-06,2.1540545276366174e-06
stork,0.0038912787567824125,2.6724351300799754e-06,1.0453854883962777e-06,2.9698862817895133e-06,0.0007159378728829324,0.0006322608096525073
wheel,2.8405820557964034e-06,0.0004852279380429536,1.0417022622277727e-06,3.617908532760339e-06,0.0004518456698860973,2.156105665562791e-06
lighting,2.867954890461988e-06,2.6900554530584486e-06,0.004227810073643923,0.002540610497817397,2.4606597435195e-06,2.1751352505816612e-06
community,0.010551764629781246,2.697166110010585e-06,0.0020964625291526318,2.993593398059602e-06,2.495746230124496e-06,0.00037766998866572976
wing,0.00083222019020468,0.0015943259932100773,1.0433844863655395e-06,2.9690281735383905e-06,2.4494681838405086e-06,0.00039889104664325714
knee,2.838838099705754e-06,2.6589082153805066e-06,1.0415999440738233e-06,2.958852292067604e-06,2.4405144358752295e-06,0.00039882713463157415
trikiti,2.837479314621305e-06,2.6586342301015975e-06,1.0409485184936784e-06,0.0005478415987454355,2.4402049803029513e-06,2.1539067347475793e-06
green sea turtle,2.859526603060658e-06,2.679450517462101e-06,7.38992530386895e-05,0.0005329250125214458,2.4561138616263634e-06,0.007998603396117687
burmese python,2.8434117211872945e-06,2.662282895471435e-06,1.0428502719150856e-06,2.965564590340364e-06,2.4476398721162695e-06,0.003645587246865034
iceberg,0.00026421091752126813,0.0004926543915644288,0.00246805720962584,2.9778757379972376e-06,2.448277200528537e-06,2.163190629289602e-06
macaw,2.836402472894406e-06,2.6556897410046076e-06,1.0401477084087674e-06,2.9567368073912803e-06,2.4374185159103945e-06,0.00039897815440781415
clothing,2.844127720891265e-06,0.0007794196135364473,1.0443202427268261e-06,1.729888390400447e-05,2.447642145853024e-06,0.0009639051859267056
paint,2.835715577020892e-06,2.6570880891085835e-06,1.0411182529423968e-06,2.9583331979665672e-06,2.438743877064553e-06,0.0006318695959635079
tourism,0.003773791017010808,0.002104095881804824,0.0030258179176598787,0.007093888707458973,0.009188157506287098,0.004096673335880041
hug,2.8343745270831278e-06,2.655071739354753e-06,1.0405049124528887e-06,0.0008675953722558916,2.4379021397180622e-06,2.1728981209889753e-06
fin,2.8674626264546532e-06,2.710685976126115e-06,0.0011509478790685534,2.981251327582868e-06,0.000452303298516199,0.0032328437082469463
jumping,2.9096368052705657e-06,2.6644495392247336e-06,1.6438234524684958e-05,0.001028847647830844,0.0014414136530831456,2.158533334295498e-06
stoat,2.8377769467624603e-06,2.657784989423817e-06,1.0407072750240332e-06,4.195052679278888e-05,0.0005678556626662612,2.153389004888595e-06
shorebird,2.836332214428694e-06,2.6565408006717917e-06,1.0400881365058012e-06,2.9578507110272767e-06,2.4385624328715494e-06,0.0006319060921669006
conversation,3.0879075438861037e-06,2.662681481524487e-06,0.0018861137796193361,0.0005488985334523022,2.444891606501187e-06,2.159674068025197e-06
comfort food,2.8362564989947714e-06,2.65600897364493e-06,0.00030531201628036797,2.9586549317173194e-06,2.439783656882355e-06,2.1544612991419854e-06
musical instrument,2.85975852420961e-06,2.671066795301158e-06,1.0496202094145701e-06,0.0005487736780196428,0.0007143412949517369,2.162858663723455e-06
outer space,2.835937266354449e-06,0.0007795619894750416,1.0408065236333641e-06,2.956821390398545e-06,2.4381740786338923e-06,2.1534260667976923e-06
fish,0.00019561838416848332,2.7542685074877227e-06,0.004276783671230078,3.0383644116227515e-06,0.011097634211182594,0.024063918739557266
boats and boating--equipment and supplies,2.8348990781523753e-06,0.0007795675774104893,1.0410984714326332e-06,2.956956677735434e-06,2.438869614707073e-06,2.152559545720578e-06
meadow,2.845760946001974e-06,2.813417040670174e-06,0.0006232369341887534,2.964009354400332e-06,2.4453929654555395e-06,2.159270479751285e-06
trail riding,2.8400784231052967e-06,2.7864559797308175e-06,1.042059921019245e-06,0.0008681163308210671,2.735217776717036e-06,0.00039442055276595056
spinner dolphin,2.8358697363728425e-06,2.6568650355329737e-06,0.00019276973034720868,2.9578593512269435e-06,2.438150886518997e-06,2.1528489924094174e-06
aurora,0.0004284335591364652,2.66154665951035e-06,1.1548696647878387e-06,0.00018330175953451544,2.443597850287915e-06,0.0006300442619249225
universe,2.8354829737509135e-06,2.6554264422884444e-06,1.0405534567325958e-06,2.957114702439867e-06,2.437853254377842e-06,0.0006319298991002142
calm,6.0675588429148775e-06,2.6743421130959177e-06,0.003980411682277918,0.0001275847025681287,0.0001213251453009434,2.1725934402638813e-06
orange,2.8482779725891305e-06,2.661617600097088e-06,0.0004003516223747283,0.004718415439128876,2.4536391265428392e-06,2.163372300856281e-06
human leg,2.837160081980983e-06,2.6598870590532897e-06,1.04200228179252e-06,2.9603088478324935e-06,2.441389824525686e-06,0.00039879916585050523
pond,2.8398237645888003e-06,0.0007796854479238391,1.0420122862342396e-06,2.9607265332742827e-06,2.443772700644331e-06,0.0006319048698060215
manta ray,2.8372357974149054e-06,2.659892288647825e-06,1.041340738083818e-06,2.9597922548418865e-06,2.441333890601527e-06,0.00039882122655399144
people in nature,2.892607653848245e-06,0.0006219064234755933,1.420505122950999e-05,2.9702403026021784e-06,0.00045223560300655663,0.0003987966920249164
azure,2.837398142219172e-06,2.656495325936703e-06,1.1054630704165902e-06,2.9585194170067552e-06,0.00044986928696744144,2.1540092802752042e-06
poison dart frog,2.8343529265839607e-06,0.0007795902783982456,1.0402191037428565e-06,2.9579496185760945e-06,2.4382625269936398e-06,2.153298737539444e-06
asphalt,2.8359913812892046e-06,2.655882326507708e-06,1.0404254453533213e-06,2.9555415039794752e-06,2.439399850118207e-06,0.0003989614197053015
midnight,2.8393119464453775e-06,2.659331585164182e-06,0.00019239800167270005,3.0273215543275e-06,2.441520109641715e-06,2.1549010398302926e-06
abdomen,0.0005254601710475981,2.6566017368168104e-06,1.0402786756458227e-06,2.9567706860689213e-06,2.438820729366853e-06,2.15239128920075e-06
open water swimming,2.8360780106595485e-06,2.6556645025266334e-06,0.0014278768794611096,2.956787511720904e-06,2.437574266878073e-06,2.152149136236403e-06
net,2.835864279404632e-06,2.6564648578641936e-06,1.040421466314001e-06,2.9563786938524572e-06,0.003346765413880348,2.1526868749788264e-06
sari,0.0008322932408191264,2.655872094692313e-06,1.0401080317024025e-06,2.957261358460528e-06,2.437869625282474e-06,2.15314275919809e-06
lava cave,2.8372521683195373e-06,2.6582490590953967e-06,1.0412920801172731e-06,2.9588129564217525e-06,0.00045174697879701853,2.1535697669605725e-06
attalea speciosa,2.8368137918732828e-06,2.6578888991934946e-06,0.00019273461657576263,2.9588129564217525e-06,2.4401049358857563e-06,2.1545229174080305e-06
audience,0.0004276098043192178,1.8187329260399565e-05,1.0407093213871121e-06,2.9579043712146813e-06,2.438750925648492e-06,2.154352387151448e-06
harbor,2.835864279404632e-06,2.656535798450932e-06,0.00019278093532193452,2.9559191716543864e-06,2.437883495076676e-06,2.1529619971261127e-06
equestrianism,2.8376282443787204e-06,2.655963271536166e-06,1.039848143591371e-06,0.0008679164457134902,2.439118361508008e-06,2.1529845071199816e-06
extreme sport,2.8388867576722987e-06,2.6596233055897756e-06,0.00035685027251020074,0.0007246262393891811,2.4420323825324886e-06,2.1543648927035974e-06
ridge,0.00011726245429599658,0.00011366723629180342,0.003430908778682351,0.0052469754591584206,2.475013843650231e-06,5.182825134397717e-06
rare breed (dog),0.0038861387874931097,2.6558138870313996e-06,1.189795170830621e-06,2.9576731321867555e-06,2.439900072204182e-06,2.153319201170234e-06
brown,2.8428992209228454e-06,2.6601255740388297e-06,1.0426384733364102e-06,2.959673565783305e-06,2.441550350340549e-06,0.0012917581479996443
cycling,2.8405036118783755e-06,2.6602726848068414e-06,1.0419864793220768e-06,0.0005481577827595174,2.44174839281186e-06,0.0003988946555182338
elapidae,2.855224011000246e-06,2.6775296646519564e-06,1.0467272204550682e-06,0.0030648403335362673,2.454631612636149e-06,0.00039852297049947083
swimming,2.8437887067411793e-06,2.6606635401549283e-06,0.0014273234410211444,2.964637133118231e-06,0.00045289681293070316,2.159225232389872e-06
wagon,2.8351341825327836e-06,2.656312744875322e-06,0.0003053481341339648,2.955665422632592e-06,2.437560397083871e-06,2.15375052903255e-06
escarpment,2.835380200849613e-06,2.6554264422884444e-06,1.0399562597740442e-06,2.9565844670287333e-06,2.4568259959778516e-06,0.0003987773088738322
nature,0.0016375131672248244,0.0019164106342941523,0.015578747726976871,0.00012854869419243187,0.001325477845966816,0.0036293058656156063
parasite,2.8363213004922727e-06,2.6559328034636565e-06,0.0001927664125105366,2.9576506221928867e-06,2.4378673515457194e-06,2.15420459426241e-06
statue,0.0008335713064298034,2.6631309992808383e-06,0.0014273133128881454,2.9644193091371562e-06,2.4473947632941417e-06,2.1579076019406784e-06
ball,2.836272642525728e-06,2.656824563018745e-06,1.0405049124528887e-06,2.958725417556707e-06,2.441395554342307e-05,0.0003027838538400829
ancient rome,2.8395961635396816e-06,2.658172888914123e-06,1.0406556611997075e-06,0.0005476532969623804,2.4515247787348926e-06,2.1539601675613085e-06
tablecloth,2.8388542432367103e-06,2.6601280751492595e-06,1.0428473160573049e-06,2.9609582270495594e-06,0.00045162098831497133,2.154724370484473e-06
underwater,0.0002032023185165599,0.00036450676270760596,0.0036973210517317057,3.0610092380811693e-06,0.008762536570429802,0.021131714805960655
mustang horse,2.835875193341053e-06,2.6573061404633336e-06,1.0410150252937456e-06,2.9568805075541604e-06,0.0007156361825764179,2.153666400772636e-06
astronomical object,6.653006948909024e-06,0.0017012786120176315,0.0013438271125778556,0.00012772981426678598,0.0014640036970376968,0.0006315072532743216
speleothem,2.8376796308293706e-06,2.6580664780340157e-06,1.0405406101199333e-06,2.9591458314826014e-06,0.0004517512861639261,2.154411959054414e-06
display device,2.8406363981048344e-06,2.6606940082274377e-06,1.0411620223749196e-06,2.9585814900201513e-06,2.440802973069367e-06,0.00295487092807889
mosquito,2.837241254383116e-06,2.6562240691418992e-06,0.0001927518896991387,2.9581640319520375e-06,2.4389555619563907e-06,2.154272351617692e-06
scaled reptile,2.857455001503695e-06,2.6803090804605745e-06,1.0484026233825716e-06,0.003065594704821706,2.469315404596273e-06,0.004336812533438206
love,2.8388271857693326e-06,2.661673534021247e-06,1.0419020100016496e-06,0.0007353274268098176,2.4426519757980714e-06,0.003060949733480811
games,2.883152774302289e-06,2.6872812668443657e-06,0.0014257114380598068,0.0005493601784110069,2.4892665351217147e-06,0.004340453539043665
snow,2.8681572530331323e-06,0.008128282614052296,6.6227539718966e-06,3.1566464713250753e-06,3.890198513545329e-06,0.004417861346155405
farm,2.8702093004540075e-06,0.0011656659189611673,6.801143172197044e-05,2.9845682547602337e-06,0.002213491825386882,0.0006494476110674441
ocelot,2.8377066882967483e-06,2.6571792659524363e-06,0.0014278177404776216,2.9583784453279804e-06,2.4399048470513662e-06,2.154720277758315e-06
sheep,2.842836920535774e-06,2.6645586785889463e-06,1.0423025287309429e-06,2.9646935217897408e-06,2.4437749743810855e-06,0.0010386634385213256
snake,2.8698425467155175e-06,2.691964937184821e-06,1.0502869827178074e-06,0.003065211698412895,2.4619225769129116e-06,0.004336853977292776
volcanic landform,2.8372303404466948e-06,2.6557656838122057e-06,0.00030530415824614465,2.9589709811261855e-06,2.440200205455767e-06,2.1544531136896694e-06
human,0.018738670274615288,0.00019918520411010832,0.0015324961859732866,0.005777494050562382,0.002400514902547002,0.005293466150760651
lip,0.002831118181347847,2.668658225957188e-06,0.0003050285449717194,2.9703819564019796e-06,2.448699888191186e-06,0.00013144637341611087
stately home,2.8353747438814025e-06,2.6568905013846233e-06,1.0399929806226282e-06,2.9575885491794907e-06,2.4387486519117374e-06,0.0003989568504039198
coast,2.8938354716956383e-06,0.00011479628301458433,0.0026137258391827345,0.001428666291758418,0.0014792950823903084,9.235319157596678e-05
egyptian temple,2.8370086511131376e-06,2.655168145793141e-06,1.0408730304334313e-06,2.958637878691661e-06,0.0004517939523793757,2.1540176931011956e-06
american foxhound,2.8359697807900375e-06,2.656201331774355e-06,0.00030534405959770083,2.95625181934156e-06,2.4384717107750475e-06,2.1526170712604653e-06
python,2.8462279715313343e-06,2.66462984654936e-06,1.0440235200803727e-06,2.9646935217897408e-06,2.445850213916856e-06,0.00364552135579288
chair,0.0005251032416708767,2.659963229234563e-06,1.0416287068437668e-06,2.963576889669639e-06,2.444106030452531e-06,2.158321422029985e-06
rite,2.836878593370784e-06,2.6570880891085835e-06,1.0404274917164003e-06,2.9568495847343e-06,0.0033467209432274103,2.1536170606850646e-06
furniture,0.001785463304258883,2.6900811462837737e-06,1.0521767990212538e-06,0.0029020507354289293,0.0033409728202968836,0.00023467984283342957
highland,0.0013125503901392221,0.00011391878797439858,0.0020141699351370335,3.0684270768688293e-06,2.4791550004010787e-06,0.0033399295061826706
wildlife,0.008889689110219479,0.022495124489068985,0.013801946304738522,0.009120767936110497,0.0069129979237914085,0.007388410624116659
water resources,2.889472852984909e-06,2.6918878575088456e-06,0.00240112142637372,0.0014380209613591433,2.466039632054162e-06,0.0008931672782637179
cloud,0.007514906115829945,0.0024599386379122734,0.022212060168385506,0.004403360188007355,0.010703114792704582,4.2143445170950145e-05
rural area,0.0008325047674588859,0.001910271355882287,1.0497723224034416e-06,0.0008679933962412179,0.0014415538171306252,9.285374835599214e-05
wallpaper,2.8343124540697318e-06,2.6540794806351187e-06,1.0398680387879722e-06,0.0005480709951370955,2.437620878481539e-06,2.151527269234066e-06
cumulus,2.840934257619665e-06,2.6612826786731603e-06,0.0016458031022921205,0.003440550062805414,2.4413245682808338e-06,2.15621048482717e-06
body of water,2.8580816433532164e-06,2.681541445781477e-06,0.0025397250428795815,2.979375494760461e-06,2.4606456463516224e-06,2.1701748664781917e-06
humpback whale,2.8445563202694757e-06,0.0019713309593498707,8.611034900241066e-06,2.9621669455082156e-06,2.4465919068461517e-06,9.191868593916297e-05
shore,2.854589638445759e-06,0.00011484314745757729,0.002061940496787429,2.9735649604845094e-06,0.0009303382248617709,9.231312287738547e-05
carving,2.836946350726066e-06,2.657154027474462e-06,1.0405981356598204e-06,2.959907988042687e-06,0.00045176444109529257,2.154136836907128e-06
makhtesh,2.8361780550767435e-06,0.0007752367528155446,1.0401059853393235e-06,2.9569794151029782e-06,2.7387991394789424e-06,2.1540010948228883e-06
types of volcanic eruptions,2.8361266686260933e-06,2.6556897410046076e-06,0.000305342604406178,2.957238848466659e-06,2.43756494455738e-06,2.153220748368767e-06
saddle,0.0008322384674102068,2.656647211551899e-06,1.0407093213871121e-06,2.957323431473924e-06,2.4393905277975136e-06,2.1529106106754625e-06
antler,2.8358317649690434e-06,0.0004921669606119394,1.0399940038041677e-06,2.9587338303826982e-06,2.4389369173150044e-06,2.153216655642609e-06
drama,2.8368542643875116e-06,0.003645458724349737,1.0411729363113409e-06,2.9590921712951967e-06,2.4399048470513662e-06,2.1537587144848658e-06
dog breed,0.0007200624095275998,0.001457985257729888,0.005879935342818499,3.0013402465556283e-06,2.4682794901309535e-06,2.1847524749318836e-06
leopard,2.8362348984956043e-06,0.0007795162964612246,1.0408721209387295e-06,2.9586435630335473e-06,2.4396720164077124e-06,2.153101604562835e-06
sunlight,2.8670031042565824e-06,0.0013325755717232823,0.0022683313582092524,2.992400141010876e-06,0.002372253919020295,2.1706302959501045e-06
indian rhinoceros,2.837850161085953e-06,0.000492067716550082,1.040984216160723e-06,2.9609186640300322e-06,2.4387113626289647e-06,2.1545270101341885e-06
fortification,2.845666131179314e-06,2.662579845491564e-06,1.0424038237033528e-06,0.00048068983596749604,0.000508548691868782,2.15831119021459e-06
medieval architecture,2.8347421903163195e-06,2.655421212693909e-06,1.0403292662886088e-06,2.9568552690761862e-06,2.4383787149417913e-06,0.00039898024988360703
sound,2.8350937100185547e-06,2.6568905013846233e-06,1.0402935686215642e-06,0.0005479100509546697,2.441287278998061e-06,2.153664354409557e-06
gown,2.834758333847276e-06,2.6549503218120662e-06,1.0403322221463895e-06,1.314243763772538e-05,2.4385183223785134e-06,0.00034600740764290094
pc game,2.839986336766742e-06,2.656659944477724e-06,1.0419307727715932e-06,2.9850350529159186e-06,0.0007152275065891445,2.1549133180087665e-06
sea ice,0.002837946405634284,2.676768644960248e-06,0.0006604180089198053,2.9807908958900953e-06,2.455755520713865e-06,2.1746166112279752e-06
marine mammal,0.001702900161035359,0.00706583121791482,0.0010507229017093778,3.007890427397797e-06,2.482334593878477e-06,0.0009268879657611251
holiday,2.8367162485665176e-06,2.655925300132367e-06,0.00019253528444096446,3.0100427466095425e-06,2.4388393740082392e-06,2.152321485482389e-06
turtle,2.8600557016034145e-06,2.6959162369166734e-06,8.80658917594701e-05,0.0004331036179792136,2.4553971798013663e-06,0.006096843164414167
marriage,2.836797420968651e-06,2.657706545505789e-06,1.0406755563963088e-06,2.957924152724445e-06,0.003346693702042103,2.1534856387006585e-06
flip (acrobatic),2.835017994584632e-06,2.655846856214339e-06,1.0399245411463198e-06,2.95602626465552e-06,0.0007157317013479769,2.152251681764028e-06
camel,2.839298304024851e-06,2.6617040020937566e-06,2.4081662559183314e-05,0.0012794426875188947,4.934304524795152e-05,2.1553985334321624e-06
human settlement,2.8398346785252215e-06,2.6631055334291887e-06,1.0478219110154896e-06,1.001635337161133e-05,0.0006065063062123954,0.001347926096059382
playground slide,2.8359345378703438e-06,2.655547859831131e-06,1.0401496410850086e-06,2.9580990030808607e-06,0.0006368980393745005,1.2152878298365977e-05
dinosaur,2.842113190126838e-06,2.6605466700857505e-06,1.0416724762762897e-06,2.964201712529757e-06,2.442218828946352e-06,0.001291734166443348
hand,0.003535642521455884,0.000300354789942503,0.000624320819042623,0.0040541174821555614,2.486239054633188e-06,0.0036453891079872847
style,2.8371762255119393e-06,2.658000539668137e-06,0.0001927458361024037,2.958479853987228e-06,2.4387811663473258e-06,2.1537587144848658e-06
livestock,2.8592539820238017e-06,0.005079450085759163,0.00011016964708687738,0.0021270334254950285,2.457953314660699e-06,0.000631122209597379
soccer,2.836848807419301e-06,2.655948037499911e-06,1.040233996718598e-06,2.9575321605079807e-06,3.189638664480299e-05,0.0002852461766451597
tufted capuchin,2.8356830625853036e-06,2.6552668259682832e-06,1.0399760412838077e-06,2.9561560950241983e-06,0.0007157126092351973,2.153241211999557e-06
monochrome photography,2.8657293569267495e-06,2.683444790818612e-06,0.0041503566317260265,2.989345375681296e-06,2.4658725124027114e-06,2.1696864678233396e-06
chest,0.0005254196003079414,2.6565662665234413e-06,1.0403996384411585e-06,2.9579496185760945e-06,2.4385415144934086e-06,2.153943569283001e-06
still life photography,2.8476260922616348e-06,0.0036444158758968115,0.00019303242152091116,2.9697787340410287e-06,2.4479409148625564e-06,2.166597369068768e-06
metal,0.0005259030731394887,2.6959573915519286e-06,1.0549912303758902e-06,2.9841926334484015e-06,2.4598432446509833e-06,0.0012904406758025289
hula hoop,2.8349313652142882e-06,2.656363449204946e-06,1.0403699661765131e-06,2.957715423690388e-06,0.0007156747160479426,2.1533974177145865e-06
lady,0.003943395335227251,0.0009653352317400277,1.0611646530378493e-06,0.00017842301167547703,0.0003113684942945838,0.006774263456463814
polar ice cap,0.0016144075198099017,2.6683781015890418e-06,0.0009856485994532704,2.9671373340534046e-06,2.4501739517290844e-06,2.164187435482745e-06
alley,2.841844889189815e-06,0.00017338566249236465,1.0428005907670013e-06,0.001178915612399578,2.444432311676792e-06,1.5515939594479278e-05
troop,1.4562898286385462e-05,0.00413501588627696,1.043113911691762e-06,2.9648745112353936e-06,2.443472112645395e-06,0.0002303708461113274
tilapia,2.8400784231052967e-06,2.661726739461301e-06,1.0427100960441749e-06,2.963537326650112e-06,0.007114885374903679,2.157545623049373e-06
tropics,2.8378556180541636e-06,2.6568752673483687e-06,1.0407470654172357e-06,2.9581271974166157e-06,2.4411428967141546e-06,0.0029549626633524895
patient,2.8365757316350937e-06,2.65683229372371e-06,1.0401596455267281e-06,2.95823724627553e-06,2.4385974484175676e-06,0.0029550273902714252
ritual,2.880492502299603e-06,2.672238906598068e-06,1.0465375908097485e-06,0.0025070132687687874,0.004104782361537218,2.1665848635166185e-06
tarn,2.835964323821827e-06,2.658000539668137e-06,0.00019275244267191738,2.956939852083451e-06,2.4390299131482607e-06,2.1545311028603464e-06
cougar,2.7285912437946536e-05,2.663621216925094e-06,0.002294332254678011,2.9657512641279027e-06,2.4439684693788877e-06,2.160166559406207e-06
jaw,0.0008323971997015178,2.6603056539897807e-06,1.041720111061295e-06,2.9620089208037825e-06,2.4416995074716397e-06,0.00039895609370432794
beard,2.847378937076428e-06,2.6716247703006957e-06,0.0001927537377923727,0.004058194346725941,2.4494963781762635e-06,0.0006324248388409615
real estate,1.8599392205942422e-05,2.6610186978359707e-06,1.043551719703828e-06,0.0020098842214792967,2.4441596906399354e-06,2.158825736842118e-06
working animal,0.0008323825313709676,0.002730267820879817,4.480198913370259e-05,0.005365559831261635,2.469711034791544e-06,2.1684700186597183e-06
scuba diving,2.8354829737509135e-06,2.655887328728568e-06,0.0003053463879041374,2.9576392535091145e-06,2.4380324248340912e-06,2.152245542674791e-06
arecales,2.8378231036185753e-06,2.6631259970599785e-06,0.00019276145030744374,0.0005481060361489654,2.44253078562906e-06,2.1554744762397604e-06
cheek,0.001701351604424417,2.660303152879351e-06,1.042467488332477e-06,2.9626614832523046e-06,2.44227931034402e-06,2.1544408355111955e-06
cheering,0.0004669763729907572,9.703905561764259e-06,1.0402161478850758e-06,2.9580567115772283e-06,2.438529918435961e-06,2.1533562630793313e-06
coat,2.8354559162835358e-06,2.6562240691418992e-06,1.0397708365417202e-06,2.9556879326264607e-06,2.4371465769945644e-06,0.0003990046097896993
black-footed ferret,2.835009809132316e-06,2.6561938284430653e-06,1.0403570058770129e-06,5.5372111091855913e-05,0.0005409548175521195,2.152327624571626e-06
electronic device,2.8391630166879622e-06,2.6597299438435584e-06,1.041869154505548e-06,2.9589398309326498e-06,2.439662694087019e-06,0.0029548893216997385
bear,0.0009920233860611916,0.0004922880907543004,5.047904051025398e-05,2.971271669593989e-06,2.4446142106171465e-06,2.1611988358927192e-06
mountaineering,2.8465426566981478e-06,2.6674749733501812e-06,0.00030538043938577175,2.963497763630585e-06,0.00044816883746534586,0.0032194217201322317
marine iguana,2.8348936211841647e-06,2.6551654173090355e-06,1.039877929542854e-06,2.957261358460528e-06,2.439048557789647e-06,0.000398981967009604
team,2.848421900125686e-06,0.0015941048040986061,1.044778514369682e-06,2.966215106425807e-06,0.0007153301266953349,2.1596329133899417e-06
